Year,Country_of_Asylum,Country_of_Origin,Country_of_Asylum_ISO,Country_of_Origin_ISO,Region,Refugees,Asylum_Seekers,IDPs,OIP,Stateless,HST,OOC
2018,Afghanistan,Afghanistan,AFG,AFG,Asia,0,0,2106893,0,0,0,489854
2018,Egypt,Afghanistan,EGY,AFG,Africa,20,23,0,0,0,0,0
2018,Argentina,Afghanistan,ARG,AFG,South America,5,8,0,0,0,0,0
2018,Armenia,Afghanistan,ARM,AFG,Asia,0,16,0,0,0,0,0
2018,Australia,Afghanistan,AUS,AFG,Oceania,11932,1600,0,0,0,0,0
2018,Austria,Afghanistan,AUT,AFG,Europe,33103,16093,0,0,0,0,0
2018,Azerbaijan,Afghanistan,AZE,AFG,Asia,636,100,0,0,0,0,0
2018,Belgium,Afghanistan,BEL,AFG,Europe,3201,2105,0,0,0,0,0
2018,Belarus,Afghanistan,BLR,AFG,Europe,208,31,0,0,0,0,0
2018,Brazil,Afghanistan,BRA,AFG,South America,121,178,0,0,0,0,0
2018,Bosnia and Herzegovina,Afghanistan,BIH,AFG,Europe,0,246,0,0,0,0,0
2018,Bulgaria,Afghanistan,BGR,AFG,Europe,205,584,0,0,0,0,0
2018,Canada,Afghanistan,CAN,AFG,North America,3603,769,0,0,0,0,0
2018,China,Afghanistan,CHN,AFG,Asia,9,23,0,0,0,0,0
2018,Chile,Afghanistan,CHL,AFG,South America,13,13,0,0,0,0,0
2018,Colombia,Afghanistan,COL,AFG,South America,9,0,0,0,0,0,0
2018,Cuba,Afghanistan,CUB,AFG,North America,42,0,0,0,0,0,0
2018,Cyprus,Afghanistan,CYP,AFG,Asia,14,5,0,0,0,0,0
2018,Czechia,Afghanistan,CZE,AFG,Europe,46,16,0,0,0,0,0
2018,Denmark,Afghanistan,DNK,AFG,Europe,2750,284,0,0,0,0,0
2018,Dominican Rep.,Afghanistan,DOM,AFG,North America,0,5,0,0,0,0,0
2018,Ecuador,Afghanistan,ECU,AFG,South America,141,9,0,0,0,0,0
2018,Estonia,Afghanistan,EST,AFG,Europe,8,0,0,0,0,0,0
2018,Fiji,Afghanistan,FJI,AFG,Oceania,0,7,0,0,0,0,0
2018,Finland,Afghanistan,FIN,AFG,Europe,2944,187,0,0,0,0,0
2018,France,Afghanistan,FRA,AFG,Europe,18534,8085,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Afghanistan,GBR,AFG,Europe,9839,2438,0,0,0,0,0
2018,Georgia,Afghanistan,GEO,AFG,Asia,5,37,0,0,0,0,0
2018,Germany,Afghanistan,DEU,AFG,Europe,126018,65838,0,0,0,0,0
2018,Greece,Afghanistan,GRC,AFG,Europe,9291,13533,0,0,0,0,0
2018,Croatia,Afghanistan,HRV,AFG,Europe,53,21,0,0,0,0,0
2018,Hungary,Afghanistan,HUN,AFG,Europe,1552,68,0,0,0,0,0
2018,Iceland,Afghanistan,ISL,AFG,Europe,58,29,0,0,0,0,0
2018,India,Afghanistan,IND,AFG,Asia,6984,7864,0,0,0,0,0
2018,Indonesia,Afghanistan,IDN,AFG,Asia,6098,1635,0,0,0,0,0
2018,Ireland,Afghanistan,IRL,AFG,Europe,289,148,0,0,0,0,0
2018,Iran (Islamic Rep. of),Afghanistan,IRN,AFG,Middle East,951142,0,0,0,0,0,0
2018,Iraq,Afghanistan,IRQ,AFG,Asia,12,66,0,0,0,0,0
2018,Italy,Afghanistan,ITA,AFG,Europe,16941,825,0,0,0,0,0
2018,Jordan,Afghanistan,JOR,AFG,Asia,8,10,0,0,0,0,0
2018,Japan,Afghanistan,JPN,AFG,Asia,55,0,0,0,0,0,0
2018,Kazakhstan,Afghanistan,KAZ,AFG,Asia,538,164,0,0,0,0,0
2018,Kenya,Afghanistan,KEN,AFG,Africa,8,10,0,0,0,0,0
2018,Kyrgyzstan,Afghanistan,KGZ,AFG,Asia,223,34,0,0,0,0,0
2018,Rep. of Korea,Afghanistan,KOR,AFG,Asia,38,31,0,0,0,0,0
2018,Libya,Afghanistan,LBY,AFG,Africa,0,11,0,0,0,0,0
2018,Lebanon,Afghanistan,LBN,AFG,Asia,17,6,0,0,0,0,0
2018,Liechtenstein,Afghanistan,LIE,AFG,Europe,5,0,0,0,0,0,0
2018,Sri Lanka,Afghanistan,LKA,AFG,Asia,146,34,0,0,0,0,0
2018,Lithuania,Afghanistan,LTU,AFG,Europe,222,20,0,0,0,0,0
2018,Luxembourg,Afghanistan,LUX,AFG,Europe,43,115,0,0,0,0,0
2018,Latvia,Afghanistan,LVA,AFG,Europe,67,0,0,0,0,0,0
2018,Madagascar,Afghanistan,MDG,AFG,Africa,5,0,0,0,0,0,0
2018,Mauritania,Afghanistan,MRT,AFG,Africa,0,8,0,0,0,0,0
2018,North Macedonia,Afghanistan,MKD,AFG,Europe,5,0,0,0,0,0,0
2018,Rep. of Moldova,Afghanistan,MDA,AFG,Europe,18,6,0,0,0,0,0
2018,Malaysia,Afghanistan,MYS,AFG,Asia,647,1070,0,0,0,0,0
2018,Mongolia,Afghanistan,MNG,AFG,Asia,5,0,0,0,0,0,0
2018,Morocco,Afghanistan,MAR,AFG,Africa,5,5,0,0,0,0,0
2018,Malta,Afghanistan,MLT,AFG,Europe,0,5,0,0,0,0,0
2018,Nepal,Afghanistan,NPL,AFG,Asia,55,0,0,0,0,0,0
2018,Netherlands (Kingdom of the),Afghanistan,NLD,AFG,Europe,6267,538,0,0,0,0,0
2018,Nigeria,Afghanistan,NGA,AFG,Africa,5,0,0,0,0,0,0
2018,Norway,Afghanistan,NOR,AFG,Europe,6065,193,0,0,0,0,0
2018,Nauru,Afghanistan,NRU,AFG,Oceania,81,5,0,0,0,0,0
2018,New Zealand,Afghanistan,NZL,AFG,Oceania,47,5,0,0,0,0,0
2018,Pakistan,Afghanistan,PAK,AFG,Asia,1403521,5012,0,0,0,0,0
2018,Panama,Afghanistan,PAN,AFG,North America,5,6,0,0,0,0,0
2018,Philippines,Afghanistan,PHL,AFG,Asia,14,6,0,0,0,0,0
2018,Papua New Guinea,Afghanistan,PNG,AFG,Oceania,118,7,0,0,0,0,0
2018,Poland,Afghanistan,POL,AFG,Europe,110,15,0,0,0,0,0
2018,Portugal,Afghanistan,PRT,AFG,Europe,16,5,0,0,0,0,0
2018,Romania,Afghanistan,ROU,AFG,Europe,155,74,0,0,0,0,0
2018,Russian Federation,Afghanistan,RUS,AFG,Europe,789,226,0,0,0,0,0
2018,Senegal,Afghanistan,SEN,AFG,Africa,0,9,0,0,0,0,0
2018,Spain,Afghanistan,ESP,AFG,Europe,338,195,0,0,0,0,0
2018,Serbia and Kosovo: S/RES/1244 (1999),Afghanistan,SRB,AFG,Europe,1726,18,0,0,0,0,0
2018,Sudan,Afghanistan,SDN,AFG,Africa,6,0,0,0,0,0,5
2018,Slovakia,Afghanistan,SVK,AFG,Europe,260,0,0,0,0,0,0
2018,Slovenia,Afghanistan,SVN,AFG,Europe,48,29,0,0,0,0,0
2018,Sweden,Afghanistan,SWE,AFG,Europe,28204,8614,0,0,0,0,0
2018,Switzerland,Afghanistan,CHE,AFG,Europe,12282,1793,0,0,0,0,0
2018,Syrian Arab Rep.,Afghanistan,SYR,AFG,Middle East,1229,10,0,0,0,0,0
2018,Thailand,Afghanistan,THA,AFG,Asia,136,11,0,0,0,0,0
2018,Tajikistan,Afghanistan,TJK,AFG,Asia,2649,315,0,0,0,0,0
2018,Turkmenistan,Afghanistan,TKM,AFG,Asia,14,0,0,0,0,0,0
2018,Türkiye,Afghanistan,TUR,AFG,Asia,6606,164913,0,0,0,0,0
2018,United Arab Emirates,Afghanistan,ARE,AFG,Asia,5,20,0,0,0,0,0
2018,Ukraine,Afghanistan,UKR,AFG,Europe,1013,2905,0,0,0,0,0
2018,United States of America,Afghanistan,USA,AFG,North America,1599,765,0,0,0,0,0
2018,Uzbekistan,Afghanistan,UZB,AFG,Asia,13,0,0,0,0,0,0
2018,Venezuela (Bolivarian Republic of),Afghanistan,VEN,AFG,South America,10,0,0,0,0,0,0
2018,Argentina,Albania,ARG,ALB,South America,18,0,0,0,0,0,0
2018,Australia,Albania,AUS,ALB,Oceania,55,85,0,0,0,0,0
2018,Austria,Albania,AUT,ALB,Europe,81,48,0,0,0,0,0
2018,Belgium,Albania,BEL,ALB,Europe,534,395,0,0,0,0,0
2018,Brazil,Albania,BRA,ALB,South America,0,7,0,0,0,0,0
2018,Canada,Albania,CAN,ALB,North America,911,239,0,0,0,0,0
2018,Cyprus,Albania,CYP,ALB,Asia,0,5,0,0,0,0,0
2018,Denmark,Albania,DNK,ALB,Europe,5,15,0,0,0,0,0
2018,Ecuador,Albania,ECU,ALB,South America,6,0,0,0,0,0,0
2018,Finland,Albania,FIN,ALB,Europe,5,7,0,0,0,0,0
2018,France,Albania,FRA,ALB,Europe,5119,5019,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Albania,GBR,ALB,Europe,2617,4150,0,0,0,0,0
2018,Germany,Albania,DEU,ALB,Europe,1170,3146,0,0,0,0,0
2018,Greece,Albania,GRC,ALB,Europe,156,3593,0,0,0,0,0
2018,Iceland,Albania,ISL,ALB,Europe,6,0,0,0,0,0,0
2018,Ireland,Albania,IRL,ALB,Europe,91,886,0,0,0,0,0
2018,Italy,Albania,ITA,ALB,Europe,684,1097,0,0,0,0,0
2018,Luxembourg,Albania,LUX,ALB,Europe,82,25,0,0,0,0,0
2018,Mexico,Albania,MEX,ALB,North America,8,0,0,0,0,0,0
2018,Netherlands (Kingdom of the),Albania,NLD,ALB,Europe,6,24,0,0,0,0,0
2018,Norway,Albania,NOR,ALB,Europe,19,37,0,0,0,0,0
2018,Spain,Albania,ESP,ALB,Europe,0,95,0,0,0,0,0
2018,Sweden,Albania,SWE,ALB,Europe,331,415,0,0,0,0,0
2018,Switzerland,Albania,CHE,ALB,Europe,92,66,0,0,0,0,0
2018,United States of America,Albania,USA,ALB,North America,1516,1717,0,0,0,0,0
2018,Albania,Algeria,ALB,DZA,Europe,0,16,0,0,0,0,0
2018,Argentina,Algeria,ARG,DZA,South America,30,12,0,0,0,0,0
2018,Australia,Algeria,AUS,DZA,Oceania,8,16,0,0,0,0,0
2018,Austria,Algeria,AUT,DZA,Europe,42,130,0,0,0,0,0
2018,Belgium,Algeria,BEL,DZA,Europe,46,125,0,0,0,0,0
2018,Brazil,Algeria,BRA,DZA,South America,7,24,0,0,0,0,0
2018,Bosnia and Herzegovina,Algeria,BIH,DZA,Europe,0,5,0,0,0,0,0
2018,Bulgaria,Algeria,BGR,DZA,Europe,0,20,0,0,0,0,0
2018,Canada,Algeria,CAN,DZA,North America,443,557,0,0,0,0,0
2018,Congo,Algeria,COG,DZA,Africa,0,5,0,0,0,0,0
2018,Cyprus,Algeria,CYP,DZA,Asia,8,7,0,0,0,0,0
2018,Czechia,Algeria,CZE,DZA,Europe,0,8,0,0,0,0,0
2018,Denmark,Algeria,DNK,DZA,Europe,5,16,0,0,0,0,0
2018,Finland,Algeria,FIN,DZA,Europe,15,10,0,0,0,0,0
2018,France,Algeria,FRA,DZA,Europe,1790,1395,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Algeria,GBR,DZA,Europe,337,257,0,0,0,0,0
2018,Germany,Algeria,DEU,DZA,Europe,589,1295,0,0,0,0,0
2018,Greece,Algeria,GRC,DZA,Europe,86,677,0,0,0,0,0
2018,Croatia,Algeria,HRV,DZA,Europe,0,19,0,0,0,0,0
2018,Hungary,Algeria,HUN,DZA,Europe,15,0,0,0,0,0,0
2018,Iceland,Algeria,ISL,DZA,Europe,0,5,0,0,0,0,0
2018,Indonesia,Algeria,IDN,DZA,Asia,0,5,0,0,0,0,0
2018,Ireland,Algeria,IRL,DZA,Europe,43,220,0,0,0,0,0
2018,Italy,Algeria,ITA,DZA,Europe,199,165,0,0,0,0,0
2018,Jordan,Algeria,JOR,DZA,Asia,5,8,0,0,0,0,0
2018,Rep. of Korea,Algeria,KOR,DZA,Asia,6,129,0,0,0,0,0
2018,Libya,Algeria,LBY,DZA,Africa,5,0,0,0,0,0,0
2018,Lebanon,Algeria,LBN,DZA,Asia,0,0,0,0,0,0,11
2018,Luxembourg,Algeria,LUX,DZA,Europe,0,40,0,0,0,0,0
2018,Mauritania,Algeria,MRT,DZA,Africa,0,5,0,0,0,0,0
2018,Montenegro,Algeria,MNE,DZA,Europe,0,19,0,0,0,0,0
2018,Morocco,Algeria,MAR,DZA,Africa,6,10,0,0,0,0,0
2018,Malta,Algeria,MLT,DZA,Europe,0,7,0,0,0,0,0
2018,Netherlands (Kingdom of the),Algeria,NLD,DZA,Europe,16,325,0,0,0,0,0
2018,Norway,Algeria,NOR,DZA,Europe,8,0,0,0,0,0,0
2018,New Zealand,Algeria,NZL,DZA,Oceania,5,0,0,0,0,0,0
2018,Pakistan,Algeria,PAK,DZA,Asia,22,0,0,0,0,0,0
2018,Poland,Algeria,POL,DZA,Europe,5,6,0,0,0,0,0
2018,Romania,Algeria,ROU,DZA,Europe,5,0,0,0,0,0,0
2018,South Africa,Algeria,ZAF,DZA,Africa,0,9,0,0,0,0,0
2018,Spain,Algeria,ESP,DZA,Europe,48,1215,0,0,0,0,0
2018,Slovenia,Algeria,SVN,DZA,Europe,0,24,0,0,0,0,0
2018,Sweden,Algeria,SWE,DZA,Europe,60,87,0,0,0,0,0
2018,Switzerland,Algeria,CHE,DZA,Europe,162,194,0,0,0,0,0
2018,Syrian Arab Rep.,Algeria,SYR,DZA,Middle East,5,0,0,0,0,0,0
2018,Tunisia,Algeria,TUN,DZA,Africa,8,5,0,0,0,0,0
2018,Türkiye,Algeria,TUR,DZA,Asia,5,24,0,0,0,0,0
2018,Ukraine,Algeria,UKR,DZA,Europe,0,13,0,0,0,0,0
2018,United States of America,Algeria,USA,DZA,North America,147,333,0,0,0,0,0
2018,Yemen,Algeria,YEM,DZA,Asia,0,5,0,0,0,0,0
2018,Argentina,Angola,ARG,AGO,South America,14,14,0,0,0,0,0
2018,Austria,Angola,AUT,AGO,Europe,77,15,0,0,0,0,0
2018,Burundi,Angola,BDI,AGO,Africa,0,5,0,0,0,0,0
2018,Belgium,Angola,BEL,AGO,Europe,91,125,0,0,0,0,0
2018,Botswana,Angola,BWA,AGO,Africa,0,0,0,0,0,0,6
2018,Brazil,Angola,BRA,AGO,South America,1133,4737,0,0,0,0,0
2018,Canada,Angola,CAN,AGO,North America,132,709,0,0,0,0,0
2018,Central African Rep.,Angola,CAF,AGO,Africa,14,0,0,0,0,0,0
2018,Chile,Angola,CHL,AGO,South America,0,8,0,0,0,0,0
2018,Cameroon,Angola,CMR,AGO,Africa,5,0,0,0,0,0,0
2018,Congo,Angola,COG,AGO,Africa,317,78,0,0,0,0,148
2018,Dem. Rep. of the Congo,Angola,COD,AGO,Africa,490,13,0,0,0,0,0
2018,Costa Rica,Angola,CRI,AGO,North America,0,15,0,0,0,0,0
2018,Ecuador,Angola,ECU,AGO,South America,5,39,0,0,0,0,0
2018,Finland,Angola,FIN,AGO,Europe,111,16,0,0,0,0,0
2018,France,Angola,FRA,AGO,Europe,3541,942,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Angola,GBR,AGO,Europe,178,66,0,0,0,0,0
2018,Germany,Angola,DEU,AGO,Europe,846,370,0,0,0,0,0
2018,Greece,Angola,GRC,AGO,Europe,5,10,0,0,0,0,0
2018,Hungary,Angola,HUN,AGO,Europe,5,0,0,0,0,0,0
2018,Indonesia,Angola,IDN,AGO,Asia,0,7,0,0,0,0,0
2018,Ireland,Angola,IRL,AGO,Europe,50,25,0,0,0,0,0
2018,Italy,Angola,ITA,AGO,Europe,31,16,0,0,0,0,0
2018,Kenya,Angola,KEN,AGO,Africa,0,5,0,0,0,0,0
2018,Rep. of Korea,Angola,KOR,AGO,Asia,5,59,0,0,0,0,0
2018,Luxembourg,Angola,LUX,AGO,Europe,15,0,0,0,0,0,0
2018,Mexico,Angola,MEX,AGO,North America,5,0,0,0,0,0,0
2018,Mozambique,Angola,MOZ,AGO,Africa,5,0,0,0,0,0,0
2018,Netherlands (Kingdom of the),Angola,NLD,AGO,Europe,51,5,0,0,0,0,0
2018,Norway,Angola,NOR,AGO,Europe,14,5,0,0,0,0,0
2018,Peru,Angola,PER,AGO,South America,0,5,0,0,0,0,0
2018,Portugal,Angola,PRT,AGO,Europe,0,25,0,0,0,0,0
2018,Romania,Angola,ROU,AGO,Europe,5,0,0,0,0,0,0
2018,South Africa,Angola,ZAF,AGO,Africa,25,0,0,0,0,0,0
2018,Rwanda,Angola,RWA,AGO,Africa,8,0,0,0,0,0,0
2018,Spain,Angola,ESP,AGO,Europe,6,45,0,0,0,0,0
2018,Slovakia,Angola,SVK,AGO,Europe,24,0,0,0,0,0,0
2018,Eswatini,Angola,SWZ,AGO,Africa,11,0,0,0,0,0,0
2018,Sweden,Angola,SWE,AGO,Europe,29,26,0,0,0,0,0
2018,Switzerland,Angola,CHE,AGO,Europe,750,72,0,0,0,0,0
2018,Türkiye,Angola,TUR,AGO,Asia,5,15,0,0,0,0,0
2018,Ukraine,Angola,UKR,AGO,Europe,24,10,0,0,0,0,0
2018,Uruguay,Angola,URY,AGO,South America,9,6,0,0,0,0,0
2018,United States of America,Angola,USA,AGO,North America,207,1416,0,0,0,0,0
2018,Zambia,Angola,ZMB,AGO,Africa,0,0,0,0,0,0,17866
2018,Canada,Antigua and Barbuda,CAN,ATG,North America,97,42,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Antigua and Barbuda,GBR,ATG,Europe,5,0,0,0,0,0,0
2018,United States of America,Antigua and Barbuda,USA,ATG,North America,5,5,0,0,0,0,0
2018,Albania,Egypt,ALB,EGY,Europe,5,0,0,0,0,0,0
2018,Argentina,Egypt,ARG,EGY,South America,5,8,0,0,0,0,0
2018,Australia,Egypt,AUS,EGY,Oceania,1564,283,0,0,0,0,0
2018,Austria,Egypt,AUT,EGY,Europe,208,212,0,0,0,0,0
2018,Bahrain,Egypt,BHR,EGY,Asia,0,5,0,0,0,0,0
2018,Belgium,Egypt,BEL,EGY,Europe,50,70,0,0,0,0,0
2018,Belarus,Egypt,BLR,EGY,Europe,5,0,0,0,0,0,0
2018,Brazil,Egypt,BRA,EGY,South America,39,379,0,0,0,0,0
2018,Bulgaria,Egypt,BGR,EGY,Europe,15,5,0,0,0,0,0
2018,Canada,Egypt,CAN,EGY,North America,1764,1411,0,0,0,0,0
2018,Cyprus,Egypt,CYP,EGY,Asia,110,706,0,0,0,0,0
2018,Czechia,Egypt,CZE,EGY,Europe,5,7,0,0,0,0,0
2018,Denmark,Egypt,DNK,EGY,Europe,16,10,0,0,0,0,0
2018,Ecuador,Egypt,ECU,EGY,South America,0,10,0,0,0,0,0
2018,Estonia,Egypt,EST,EGY,Europe,0,5,0,0,0,0,0
2018,Ethiopia,Egypt,ETH,EGY,Africa,5,0,0,0,0,0,0
2018,Finland,Egypt,FIN,EGY,Europe,14,15,0,0,0,0,0
2018,France,Egypt,FRA,EGY,Europe,980,413,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Egypt,GBR,EGY,Europe,758,327,0,0,0,0,0
2018,Georgia,Egypt,GEO,EGY,Asia,43,49,0,0,0,0,0
2018,Germany,Egypt,DEU,EGY,Europe,2122,2589,0,0,0,0,0
2018,Ghana,Egypt,GHA,EGY,Africa,0,16,0,0,0,0,0
2018,Greece,Egypt,GRC,EGY,Europe,264,1284,0,0,0,0,0
2018,"China, Hong Kong SAR",Egypt,HKG,EGY,Asia,5,0,0,0,0,0,0
2018,Croatia,Egypt,HRV,EGY,Europe,7,0,0,0,0,0,0
2018,Hungary,Egypt,HUN,EGY,Europe,13,0,0,0,0,0,0
2018,Iceland,Egypt,ISL,EGY,Europe,0,9,0,0,0,0,0
2018,India,Egypt,IND,EGY,Asia,0,5,0,0,0,0,0
2018,Indonesia,Egypt,IDN,EGY,Asia,16,13,0,0,0,0,0
2018,Ireland,Egypt,IRL,EGY,Europe,19,68,0,0,0,0,0
2018,Iraq,Egypt,IRQ,EGY,Asia,0,24,0,0,0,0,0
2018,Israel,Egypt,ISR,EGY,Asia,0,12,0,0,0,0,0
2018,Italy,Egypt,ITA,EGY,Europe,2289,796,0,0,0,0,0
2018,Jordan,Egypt,JOR,EGY,Asia,105,676,0,0,0,0,0
2018,Kenya,Egypt,KEN,EGY,Africa,0,9,0,0,0,0,0
2018,Rep. of Korea,Egypt,KOR,EGY,Asia,26,1115,0,0,0,0,0
2018,Kuwait,Egypt,KWT,EGY,Asia,0,18,0,0,0,0,0
2018,Lebanon,Egypt,LBN,EGY,Asia,70,246,0,0,0,0,41
2018,Luxembourg,Egypt,LUX,EGY,Europe,5,10,0,0,0,0,0
2018,Latvia,Egypt,LVA,EGY,Europe,5,7,0,0,0,0,0
2018,Rep. of Moldova,Egypt,MDA,EGY,Europe,5,0,0,0,0,0,0
2018,Mexico,Egypt,MEX,EGY,North America,5,0,0,0,0,0,0
2018,Malaysia,Egypt,MYS,EGY,Asia,8,23,0,0,0,0,0
2018,Morocco,Egypt,MAR,EGY,Africa,0,5,0,0,0,0,0
2018,Malta,Egypt,MLT,EGY,Europe,74,30,0,0,0,0,0
2018,Netherlands (Kingdom of the),Egypt,NLD,EGY,Europe,242,109,0,0,0,0,0
2018,Norway,Egypt,NOR,EGY,Europe,59,5,0,0,0,0,0
2018,New Zealand,Egypt,NZL,EGY,Oceania,28,0,0,0,0,0,0
2018,Poland,Egypt,POL,EGY,Europe,65,15,0,0,0,0,0
2018,Qatar,Egypt,QAT,EGY,Asia,9,0,0,0,0,0,0
2018,Romania,Egypt,ROU,EGY,Europe,21,0,0,0,0,0,0
2018,South Africa,Egypt,ZAF,EGY,Africa,0,9,0,0,0,0,0
2018,Somalia,Egypt,SOM,EGY,Africa,0,24,0,0,0,0,0
2018,Spain,Egypt,ESP,EGY,Europe,15,65,0,0,0,0,0
2018,Sudan,Egypt,SDN,EGY,Africa,17,25,0,0,0,0,0
2018,Slovakia,Egypt,SVK,EGY,Europe,5,0,0,0,0,0,0
2018,Sweden,Egypt,SWE,EGY,Europe,362,572,0,0,0,0,0
2018,Switzerland,Egypt,CHE,EGY,Europe,110,19,0,0,0,0,0
2018,Syrian Arab Rep.,Egypt,SYR,EGY,Middle East,35,5,0,0,0,0,0
2018,Thailand,Egypt,THA,EGY,Asia,15,6,0,0,0,0,0
2018,Trinidad and Tobago,Egypt,TTO,EGY,North America,0,5,0,0,0,0,0
2018,Türkiye,Egypt,TUR,EGY,Asia,59,317,0,0,0,0,0
2018,United Arab Emirates,Egypt,ARE,EGY,Asia,0,0,0,0,0,0,6
2018,Uganda,Egypt,UGA,EGY,Africa,0,5,0,0,0,0,0
2018,Ukraine,Egypt,UKR,EGY,Europe,5,22,0,0,0,0,0
2018,Uruguay,Egypt,URY,EGY,South America,0,5,0,0,0,0,0
2018,United States of America,Egypt,USA,EGY,North America,13163,4677,0,0,0,0,0
2018,Yemen,Egypt,YEM,EGY,Asia,16,5,0,0,0,0,0
2018,Australia,Argentina,AUS,ARG,Oceania,0,21,0,0,0,0,0
2018,Brazil,Argentina,BRA,ARG,South America,6,79,0,0,0,0,0
2018,Canada,Argentina,CAN,ARG,North America,20,35,0,0,0,0,0
2018,Costa Rica,Argentina,CRI,ARG,North America,0,14,0,0,0,0,0
2018,France,Argentina,FRA,ARG,Europe,5,5,0,0,0,0,0
2018,Germany,Argentina,DEU,ARG,Europe,14,11,0,0,0,0,0
2018,Italy,Argentina,ITA,ARG,Europe,7,11,0,0,0,0,0
2018,Rep. of Korea,Argentina,KOR,ARG,Asia,0,5,0,0,0,0,0
2018,Mexico,Argentina,MEX,ARG,North America,5,5,0,0,0,0,0
2018,Netherlands (Kingdom of the),Argentina,NLD,ARG,Europe,5,0,0,0,0,0,0
2018,Peru,Argentina,PER,ARG,South America,0,11,0,0,0,0,0
2018,Russian Federation,Argentina,RUS,ARG,Europe,5,0,0,0,0,0,0
2018,Spain,Argentina,ESP,ARG,Europe,0,50,0,0,0,0,0
2018,Sweden,Argentina,SWE,ARG,Europe,0,5,0,0,0,0,0
2018,Uruguay,Argentina,URY,ARG,South America,0,6,0,0,0,0,0
2018,United States of America,Argentina,USA,ARG,North America,45,231,0,0,0,0,0
2018,Argentina,Armenia,ARG,ARM,South America,77,187,0,0,0,0,0
2018,Austria,Armenia,AUT,ARM,Europe,509,462,0,0,0,0,0
2018,Belgium,Armenia,BEL,ARM,Europe,127,175,0,0,0,0,0
2018,Belarus,Armenia,BLR,ARM,Europe,5,0,0,0,0,0,0
2018,Brazil,Armenia,BRA,ARM,South America,5,5,0,0,0,0,0
2018,Bulgaria,Armenia,BGR,ARM,Europe,15,13,0,0,0,0,0
2018,Canada,Armenia,CAN,ARM,North America,83,21,0,0,0,0,0
2018,Cyprus,Armenia,CYP,ARM,Asia,26,21,0,0,0,0,0
2018,Czechia,Armenia,CZE,ARM,Europe,29,74,0,0,0,0,0
2018,Denmark,Armenia,DNK,ARM,Europe,71,36,0,0,0,0,0
2018,Finland,Armenia,FIN,ARM,Europe,0,5,0,0,0,0,0
2018,France,Armenia,FRA,ARM,Europe,4197,1778,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Armenia,GBR,ARM,Europe,59,10,0,0,0,0,0
2018,Georgia,Armenia,GEO,ARM,Asia,0,5,0,0,0,0,0
2018,Germany,Armenia,DEU,ARM,Europe,2474,7262,0,0,0,0,0
2018,Greece,Armenia,GRC,ARM,Europe,11,103,0,0,0,0,0
2018,Hungary,Armenia,HUN,ARM,Europe,48,0,0,0,0,0,0
2018,Ireland,Armenia,IRL,ARM,Europe,9,6,0,0,0,0,0
2018,Israel,Armenia,ISR,ARM,Asia,0,51,0,0,0,0,0
2018,Italy,Armenia,ITA,ARM,Europe,319,222,0,0,0,0,0
2018,Lebanon,Armenia,LBN,ARM,Asia,0,0,0,0,0,0,5
2018,Liechtenstein,Armenia,LIE,ARM,Europe,8,0,0,0,0,0,0
2018,Lithuania,Armenia,LTU,ARM,Europe,5,6,0,0,0,0,0
2018,Luxembourg,Armenia,LUX,ARM,Europe,6,0,0,0,0,0,0
2018,Rep. of Moldova,Armenia,MDA,ARM,Europe,19,5,0,0,0,0,0
2018,Malta,Armenia,MLT,ARM,Europe,0,5,0,0,0,0,0
2018,Netherlands (Kingdom of the),Armenia,NLD,ARM,Europe,399,37,0,0,0,0,0
2018,Norway,Armenia,NOR,ARM,Europe,0,5,0,0,0,0,0
2018,Panama,Armenia,PAN,ARM,North America,0,6,0,0,0,0,0
2018,Poland,Armenia,POL,ARM,Europe,78,36,0,0,0,0,0
2018,Portugal,Armenia,PRT,ARM,Europe,5,0,0,0,0,0,0
2018,Russian Federation,Armenia,RUS,ARM,Europe,0,5,0,0,0,0,0
2018,Spain,Armenia,ESP,ARM,Europe,29,325,0,0,0,0,0
2018,Slovakia,Armenia,SVK,ARM,Europe,34,0,0,0,0,0,0
2018,Sweden,Armenia,SWE,ARM,Europe,413,271,0,0,0,0,0
2018,Switzerland,Armenia,CHE,ARM,Europe,152,76,0,0,0,0,0
2018,Ukraine,Armenia,UKR,ARM,Europe,189,28,0,0,0,0,0
2018,United States of America,Armenia,USA,ARM,North America,1639,2456,0,0,0,0,0
2018,United Kingdom of Great Britain and Northern Ireland,Australia,GBR,AUS,Europe,5,7,0,0,0,0,0
2018,Germany,Australia,DEU,AUS,Europe,5,0,0,0,0,0,0
2018,United States of America,Australia,USA,AUS,North America,0,10,0,0,0,0,0
2018,Australia,Austria,AUS,AUT,Oceania,0,5,0,0,0,0,0
2018,Canada,Austria,CAN,AUT,North America,0,5,0,0,0,0,0
2018,Germany,Austria,DEU,AUT,Europe,5,0,0,0,0,0,0
